Year,Quarter,NameOfStation,Line,StationLoad,Latitude,Longitude
2021,II квартал,Кузьминки,Таганско-Краснопресненская линия,4,55.705493,37.763295
2021,II квартал,Кунцевская,Арбатско-Покровская линия,3,55.730634,37.445123
2021,II квартал,Кунцевская,Филёвская линия,4,55.730634,37.445123
2021,II квартал,Курская,Арбатско-Покровская линия,3,55.758564,37.659039
2021,II квартал,Курская,Кольцевая линия,3,55.758564,37.659039
2021,II квартал,Кутузовская,Московское центральное кольцо,1,55.740544,37.5341
2021,II квартал,Кутузовская,Филёвская линия,2,55.740544,37.5341
2021,II квартал,Ленинский проспект,Калужско-Рижская линия,3,55.70678,37.58499
2021,II квартал,Лермонтовский проспект,Таганско-Краснопресненская линия,5,55.702036,37.851044
2021,II квартал,Лесопарковая,Бутовская линия Лёгкого метро,5,55.581656,37.577816
2021,II квартал,Лефортово,Некрасовская линия,4,55.764693,37.706757
2021,II квартал,Лихоборы,Московское центральное кольцо,3,55.855143,37.561589
2021,II квартал,Локомотив,Московское центральное кольцо,1,55.803219,37.745742
2021,II квартал,Ломоносовский проспект,Солнцевская линия,4,55.70706,37.516063
2021,II квартал,Лубянка,Сокольническая линия,2,55.759889,37.625336
2021,II квартал,Лужники,Московское центральное кольцо,1,55.720278,37.563056
2021,II квартал,Лухмановская,Некрасовская линия,5,55.708516,37.900569
2021,II квартал,Люблино,Люблинско-Дмитровская линия,5,55.676596,37.761639
2021,II квартал,Марксистская,Калининская линия,1,55.740746,37.65604
2021,II квартал,Марьина роща,Люблинско-Дмитровская линия,2,55.793723,37.61618
2021,II квартал,Марьина роща,Люблинско-Дмитровская линия,2,55.793723,37.61618
2021,II квартал,Марьино,Люблинско-Дмитровская линия,4,55.649158,37.743844
2021,II квартал,Маяковская,Замоскворецкая линия,1,55.769808,37.596192
2021,II квартал,Медведково,Калужско-Рижская линия,5,55.888103,37.661562
2021,II квартал,Менделеевская,Серпуховско-Тимирязевская линия,3,55.781999,37.599141
2021,II квартал,Минская,Солнцевская линия,3,55.723947,37.497872
2021,II квартал,Митино,Арбатско-Покровская линия,5,55.846098,37.36122
2021,II квартал,Мичуринский проспект,Солнцевская линия,4,55.6888,37.485
2021,II квартал,Мнёвники,Большая кольцевая линия,4,55.761148,37.47139
2021,II квартал,Молодёжная,Арбатско-Покровская линия,5,55.741375,37.415627
2021,II квартал,Москва-Сити,Московское центральное кольцо,1,55.748324,37.533282
