Year,Quarter,NameOfStation,Line,StationLoad,Latitude,Longitude
2024,II квартал,Стахановская,Некрасовская линия,2,55.727207,37.752257
2024,II квартал,Стрешнево,Московское центральное кольцо,2,55.813611,37.486944
2024,II квартал,Строгино,Арбатско-Покровская линия,5,55.803831,37.402405
2024,II квартал,Студенческая,Филёвская линия,4,55.738761,37.54842
2024,II квартал,Сухаревская,Калужско-Рижская линия,1,55.772315,37.63285
2024,II квартал,Сходненская,Таганско-Краснопресненская линия,5,55.84926,37.44076
2024,II квартал,Таганская,Кольцевая линия,1,55.742396,37.653334
2024,II квартал,Таганская,Таганско-Краснопресненская линия,2,55.742396,37.653334
2024,II квартал,Тверская,Замоскворецкая линия,4,55.765343,37.603918
2024,II квартал,Театральная,Замоскворецкая линия,4,55.758808,37.61768
2024,II квартал,Текстильщики,Большая кольцевая линия,3,55.709211,37.732117
2024,II квартал,Текстильщики,Таганско-Краснопресненская линия,3,55.709211,37.732117
2024,II квартал,Телецентр,Московская монорельсовая транспортная система,4,55.821795,37.608975
2024,II квартал,Терехово,Большая кольцевая линия,2,55.748108,37.459738
2024,II квартал,Технопарк,Замоскворецкая линия,3,55.695,37.664167
2024,II квартал,Тимирязевская,Московская монорельсовая транспортная система,4,55.81866,37.574498
2024,II квартал,Тимирязевская,Серпуховско-Тимирязевская линия,5,55.81866,37.574498
2024,II квартал,Третьяковская,Калининская линия,1,55.74073,37.625624
2024,II квартал,Третьяковская,Калужско-Рижская линия,4,55.74073,37.625624
2024,II квартал,Тропарёво,Сокольническая линия,5,55.6459,37.4725
2024,II квартал,Трубная,Люблинско-Дмитровская линия,1,55.76771,37.621926
2024,II квартал,Тульская,Серпуховско-Тимирязевская линия,1,55.70961,37.622569
2024,II квартал,Тургеневская,Калужско-Рижская линия,1,55.765371,37.636732
2024,II квартал,Тушинская,Таганско-Краснопресненская линия,3,55.825479,37.437024
2024,II квартал,Тёплый стан,Калужско-Рижская линия,5,55.61873,37.505912
2024,II квартал,Угрешская,Московское центральное кольцо,2,55.718333,37.697778
2024,II квартал,Улица 1905 года,Таганско-Краснопресненская линия,1,55.763944,37.562271
2024,II квартал,Улица академика королёва,Московская монорельсовая транспортная система,4,55.821821,37.627167
2024,II квартал,Улица горчакова,Бутовская линия Лёгкого метро,5,55.542281,37.532063
